grid_latitude,grid_longitude,runoff_value,runoff_coefficient,elevation_m,drainage_density_km_per_km2,total_population,slope
28.525001,77.0625,0.4256812185590581,0.5306512563183545,222.0,0.9774574289560896,207424.0,0.0053350480583813
28.525001,77.075,0.5069527927261112,0.3387342977357269,231.0,0.889850340265746,207424.0,0.0058328797329209
28.525001,77.0875,0.547669119249378,0.242585630368455,236.0,0.1300613406662473,207424.0,0.002954929319248
28.525001,77.1,0.4760195172104018,0.4117809960040626,238.0,0.0,207424.0,0.0055449168378642
28.525001,77.1125,0.4276654471549147,0.525965643653012,247.0,0.0,169655.0,0.0067813623742647
28.525001,77.125,0.4276654960124113,0.5259655282795588,253.0,0.0,61345.0,0.014046049968201
28.525001,77.1375,0.4619296820230497,0.4450531252054598,270.0,0.0,61345.0,0.0107598916979188
28.525001,77.15,0.4984515514296689,0.3588093656855197,274.0,0.0,169655.0,0.0005447836188663
28.525001,77.1625,0.4769592335591016,0.4095619236479382,271.0,0.0,169655.0,0.0054310050330481
28.525001,77.175,0.456835118000591,0.4570835705673894,261.0,0.0,35627.0,0.0104355851133702
28.525001,77.1875,0.4171010743073286,0.5509126479041435,251.0,0.0,35627.0,0.0151883875592127
28.525001,77.2,0.4322902004479905,0.5150446224312781,226.0,0.4378195547509506,35627.0,0.0113032029163281
28.525001,77.2125,0.5148463512092198,0.3200942289047918,229.0,1.5693887927091648,35627.0,0.0005447836188663
28.525001,77.225,0.4898286195460992,0.3791717971767354,227.0,1.4713438066166438,43613.0,0.0055449168378642
28.525001,77.2375,0.4723079330295508,0.420545634253202,240.0,0.0,56234.0,0.0051588556099013
28.525001,77.25,0.4984512106491453,0.3588101704141387,238.0,0.0,50146.0,0.0021791344754655
28.537501,76.875,0.40000001,0.5912955774096351,211.0,0.7983390940247236,1645532.0,0.0
28.537501,76.8875,0.40000001,0.5912955774096351,211.0,0.8046589677835718,1975595.0,0.0
28.537501,76.9,0.40000001,0.5912955774096351,211.0,0.3955053955957169,1975595.0,0.0
28.537501,76.9125,0.40000001,0.5912955774096351,211.0,0.0,1975595.0,0.0
28.537501,76.925,0.40000001,0.5912955774096351,211.0,0.0092740081817224,1975595.0,0.0
